Ion Concentrations vs Distance Data
Surface potential: -200 mV
""
z (Å),[Cl-] at c=0.01 M (M),[Na+] at c=0.01 M (M),[Cl-] at c=0.014 M (M),[Na+] at c=0.014 M (M),[Cl-] at c=0.02 M (M),[Na+] at c=0.02 M (M),[Cl-] at c=0.028 M (M),[Na+] at c=0.028 M (M),[Cl-] at c=0.04 M (M),[Na+] at c=0.04 M (M),[Cl-] at c=0.056 M (M),[Na+] at c=0.056 M (M),[Cl-] at c=0.079 M (M),[Na+] at c=0.079 M (M),[Cl-] at c=0.11 M (M),[Na+] at c=0.11 M (M),[Cl-] at c=0.16 M (M),[Na+] at c=0.16 M (M),[Cl-] at c=0.22 M (M),[Na+] at c=0.22 M (M),[Cl-] at c=0.32 M (M),[Na+] at c=0.32 M (M),[Cl-] at c=0.45 M (M),[Na+] at c=0.45 M (M),[Cl-] at c=0.63 M (M),[Na+] at c=0.63 M (M),[Cl-] at c=0.89 M (M),[Na+] at c=0.89 M (M),[Cl-] at c=1.3 M (M),[Na+] at c=1.3 M (M),[Cl-] at c=1.8 M (M),[Na+] at c=1.8 M (M),[Cl-] at c=2.5 M (M),[Na+] at c=2.5 M (M),[Cl-] at c=3.5 M (M),[Na+] at c=3.5 M (M)
12.298,3.429077e-04,2.516125e-01,6.585602e-04,2.659595e-01,1.267284e-03,2.806672e-01,2.438203e-03,2.962151e-01,4.677999e-03,3.133060e-01,8.922879e-03,3.329649e-01,1.685853e-02,3.566868e-01,3.141679e-02,3.866607e-01,5.747210e-02,4.261089e-01,1.026810e-01,4.798033e-01,1.782767e-01,5.548490e-01,2.995404e-01,6.618541e-01,4.858436e-01,8.166216e-01,7.607495e-01,1.042467e+00,1.153423e+00,1.373198e+00,1.702763e+00,1.856755e+00,2.464860e+00,2.559673e+00,3.523195e+00,3.573213e+00
12.396,3.487151e-04,2.479463e-01,6.698116e-04,2.620208e-01,1.288986e-03,2.764667e-01,2.479742e-03,2.917650e-01,4.756574e-03,3.086203e-01,9.068997e-03,3.280595e-01,1.712390e-02,3.515807e-01,3.188361e-02,3.813780e-01,5.825961e-02,4.206818e-01,1.039399e-01,4.742778e-01,1.801580e-01,5.492932e-01,3.021311e-01,6.563705e-01,4.890834e-01,8.113577e-01,7.643783e-01,1.037619e+00,1.157017e+00,1.368994e+00,1.705873e+00,1.853402e+00,2.467178e+00,2.557282e+00,3.524656e+00,3.571736e+00
12.493,3.545686e-04,2.443599e-01,6.811499e-04,2.581702e-01,1.310848e-03,2.723624e-01,2.521564e-03,2.874191e-01,4.835621e-03,3.040466e-01,9.215828e-03,3.232737e-01,1.739016e-02,3.466017e-01,3.235106e-02,3.762295e-01,5.904611e-02,4.153958e-01,1.051930e-01,4.689000e-01,1.820230e-01,5.438917e-01,3.046866e-01,6.510467e-01,4.922607e-01,8.062579e-01,7.679138e-01,1.032937e+00,1.160494e+00,1.364951e+00,1.708857e+00,1.850195e+00,2.469382e+00,2.555011e+00,3.526032e+00,3.570346e+00
12.591,3.604679e-04,2.408511e-01,6.925747e-04,2.544050e-01,1.332869e-03,2.683514e-01,2.563667e-03,2.831742e-01,4.915134e-03,2.995814e-01,9.363359e-03,3.186038e-01,1.765728e-02,3.417457e-01,3.281908e-02,3.712109e-01,5.983149e-02,4.102464e-01,1.064401e-01,4.636652e-01,1.838714e-01,5.386390e-01,3.072068e-01,6.458772e-01,4.953761e-01,8.013162e-01,7.713581e-01,1.028413e+00,1.163857e+00,1.361060e+00,1.711721e+00,1.847128e+00,2.471478e+00,2.552855e+00,3.527327e+00,3.569038e+00
12.688,3.664130e-04,2.374176e-01,7.040857e-04,2.507227e-01,1.355047e-03,2.644309e-01,2.606048e-03,2.790273e-01,4.995107e-03,2.952214e-01,9.511577e-03,3.140461e-01,1.792523e-02,3.370087e-01,3.328760e-02,3.663180e-01,6.061563e-02,4.052289e-01,1.076811e-01,4.585684e-01,1.857031e-01,5.335303e-01,3.096919e-01,6.408566e-01,4.984305e-01,7.965271e-01,7.747130e-01,1.024042e+00,1.167109e+00,1.357318e+00,1.714468e+00,1.844193e+00,2.473472e+00,2.550807e+00,3.528547e+00,3.567807e+00
12.786,3.724037e-04,2.340574e-01,7.156825e-04,2.471212e-01,1.377383e-03,2.605983e-01,2.648705e-03,2.749754e-01,5.075535e-03,2.909634e-01,9.660467e-03,3.095972e-01,1.819399e-02,3.323871e-01,3.375655e-02,3.615466e-01,6.139842e-02,4.003392e-01,1.089157e-01,4.536052e-01,1.875180e-01,5.285605e-01,3.121420e-01,6.359799e-01,5.014245e-01,7.918851e-01,7.779804e-01,1.019819e+00,1.170253e+00,1.353716e+00,1.717104e+00,1.841385e+00,2.475368e+00,2.548862e+00,3.529695e+00,3.566649e+00
12.883,3.784400e-04,2.307684e-01,7.273649e-04,2.435979e-01,1.399875e-03,2.568511e-01,2.691636e-03,2.710157e-01,5.156412e-03,2.868042e-01,9.810017e-03,3.052536e-01,1.846351e-02,3.278770e-01,3.422589e-02,3.568930e-01,6.217976e-02,3.955730e-01,1.101440e-01,4.487712e-01,1.893159e-01,5.237252e-01,3.145572e-01,6.312421e-01,5.043591e-01,7.873851e-01,7.811624e-01,1.015737e+00,1.173294e+00,1.350251e+00,1.719632e+00,1.838698e+00,2.477170e+00,2.547015e+00,3.530776e+00,3.565560e+00
12.981,3.845216e-04,2.275487e-01,7.391324e-04,2.401508e-01,1.422523e-03,2.531867e-01,2.734837e-03,2.671455e-01,5.237732e-03,2.827410e-01,9.960212e-03,3.010122e-01,1.873378e-02,3.234752e-01,3.469554e-02,3.523534e-01,6.295953e-02,3.909264e-01,1.113656e-01,4.440620e-01,1.910967e-01,5.190197e-01,3.169376e-01,6.266386e-01,5.072350e-01,7.830221e-01,7.842607e-01,1.011792e+00,1.176234e+00,1.346915e+00,1.722058e+00,1.836127e+00,2.478885e+00,2.545261e+00,3.531794e+00,3.564534e+00
13.078,3.906485e-04,2.243964e-01,7.509847e-04,2.367777e-01,1.445325e-03,2.496028e-01,2.778308e-03,2.633621e-01,5.319489e-03,2.787708e-01,1.011104e-02,2.968698e-01,1.900475e-02,3.191782e-01,3.516545e-02,3.479242e-01,6.373764e-02,3.863956e-01,1.125805e-01,4.394738e-01,1.928604e-01,5.144400e-01,3.192834e-01,6.221648e-01,5.100529e-01,7.787914e-01,7.872772e-01,1.007979e+00,1.179076e+00,1.343705e+00,1.724384e+00,1.833667e+00,2.480515e+00,2.543595e+00,3.532752e+00,3.563569e+00
13.176,3.968204e-04,2.213096e-01,7.629214e-04,2.334765e-01,1.468280e-03,2.460971e-01,2.822045e-03,2.596630e-01,5.401678e-03,2.748909e-01,1.026248e-02,2.928234e-01,1.927641e-02,3.149828e-01,3.563555e-02,3.436019e-01,6.451398e-02,3.819769e-01,1.137885e-01,4.350026e-01,1.946068e-01,5.099818e-01,3.215948e-01,6.178165e-01,5.128137e-01,7.746884e-01,7.902138e-01,1.004292e+00,1.181823e+00,1.340616e+00,1.726616e+00,1.831313e+00,2.482065e+00,2.542012e+00,3.533654e+00,3.562661e+00
13.273,4.030374e-04,2.182866e-01,7.749423e-04,2.302452e-01,1.491388e-03,2.426674e-01,2.866046e-03,2.560458e-01,5.484292e-03,2.710986e-01,1.041453e-02,2.888702e-01,1.954872e-02,3.108859e-01,3.610580e-02,3.393833e-01,6.528845e-02,3.776668e-01,1.149895e-01,4.306447e-01,1.963358e-01,5.056413e-01,3.238720e-01,6.135894e-01,5.155183e-01,7.707088e-01,7.930724e-01,1.000728e+00,1.184479e+00,1.337641e+00,1.728756e+00,1.829061e+00,2.483539e+00,2.540509e+00,3.534504e+00,3.561806e+00
13.371,4.092992e-04,2.153257e-01,7.870469e-04,2.270820e-01,1.514647e-03,2.393115e-01,2.910309e-03,2.525081e-01,5.567327e-03,2.673913e-01,1.056718e-02,2.850074e-01,1.982165e-02,3.068845e-01,3.657613e-02,3.352652e-01,6.606096e-02,3.734618e-01,1.161834e-01,4.263964e-01,1.980475e-01,5.014146e-01,3.261152e-01,6.094796e-01,5.181674e-01,7.668484e-01,7.958546e-01,9.972809e-01,1.187045e+00,1.334778e+00,1.730809e+00,1.826905e+00,2.484940e+00,2.539081e+00,3.535303e+00,3.561002e+00
13.468,4.156057e-04,2.124252e-01,7.992349e-04,2.239848e-01,1.538057e-03,2.360273e-01,2.954832e-03,2.490477e-01,5.650775e-03,2.637666e-01,1.072040e-02,2.812323e-01,2.009518e-02,3.029757e-01,3.704649e-02,3.312444e-01,6.683141e-02,3.693588e-01,1.173700e-01,4.222545e-01,1.997416e-01,4.972981e-01,3.283245e-01,6.054833e-01,5.207619e-01,7.631031e-01,7.985623e-01,9.939479e-01,1.189526e+00,1.332022e+00,1.732778e+00,1.824841e+00,2.486273e+00,2.537724e+00,3.536056e+00,3.560245e+00
13.566,4.219568e-04,2.095835e-01,8.115059e-04,2.209521e-01,1.561616e-03,2.328129e-01,2.999611e-03,2.456623e-01,5.734632e-03,2.602220e-01,1.087418e-02,2.775423e-01,2.036927e-02,2.991568e-01,3.751682e-02,3.273181e-01,6.759971e-02,3.653546e-01,1.185493e-01,4.182154e-01,2.014183e-01,4.932883e-01,3.305002e-01,6.015968e-01,5.233025e-01,7.594691e-01,8.011972e-01,9.907244e-01,1.191923e+00,1.329368e+00,1.734666e+00,1.822866e+00,2.487539e+00,2.536436e+00,3.536764e+00,3.559533e+00
13.663,4.283524e-04,2.067991e-01,8.238595e-04,2.179819e-01,1.585325e-03,2.296664e-01,3.044646e-03,2.423499e-01,5.818892e-03,2.567553e-01,1.102852e-02,2.739349e-01,2.064390e-02,2.954252e-01,3.798706e-02,3.234834e-01,6.836576e-02,3.614462e-01,1.197211e-01,4.142761e-01,2.030773e-01,4.893820e-01,3.326426e-01,5.978166e-01,5.257902e-01,7.559426e-01,8.037610e-01,9.876066e-01,1.194239e+00,1.326812e+00,1.736476e+00,1.820976e+00,2.488744e+00,2.535212e+00,3.537431e+00,3.558862e+00
13.761,4.347922e-04,2.040704e-01,8.362955e-04,2.150726e-01,1.609181e-03,2.265859e-01,3.089932e-03,2.391083e-01,5.903549e-03,2.533643e-01,1.118339e-02,2.704077e-01,2.091903e-02,2.917781e-01,3.845717e-02,3.197375e-01,6.912949e-02,3.576307e-01,1.208853e-01,4.104335e-01,2.047188e-01,4.855757e-01,3.347519e-01,5.941392e-01,5.282258e-01,7.525201e-01,8.062555e-01,9.845908e-01,1.196477e+00,1.324352e+00,1.738212e+00,1.819166e+00,2.489889e+00,2.534049e+00,3.538059e+00,3.558231e+00
13.858,4.412762e-04,2.013960e-01,8.488134e-04,2.122227e-01,1.633184e-03,2.235695e-01,3.135469e-03,2.359356e-01,5.988596e-03,2.500467e-01,1.133879e-02,2.669585e-01,2.119465e-02,2.882132e-01,3.892708e-02,3.160778e-01,6.989079e-02,3.539052e-01,1.220418e-01,4.066846e-01,2.063426e-01,4.818665e-01,3.368283e-01,5.905614e-01,5.306101e-01,7.491981e-01,8.086823e-01,9.816734e-01,1.198640e+00,1.321982e+00,1.739877e+00,1.817434e+00,2.490977e+00,2.532945e+00,3.538651e+00,3.557637e+00
13.956,4.478043e-04,1.987746e-01,8.614129e-04,2.094305e-01,1.657333e-03,2.206156e-01,3.181253e-03,2.328300e-01,6.074030e-03,2.468006e-01,1.149470e-02,2.635849e-01,2.147071e-02,2.847281e-01,3.939674e-02,3.125018e-01,7.064959e-02,3.502671e-01,1.231906e-01,4.030266e-01,2.079489e-01,4.782513e-01,3.388721e-01,5.870801e-01,5.329439e-01,7.459734e-01,8.110430e-01,9.788508e-01,1.200730e+00,1.319700e+00,1.741473e+00,1.815777e+00,2.492012e+00,2.531896e+00,3.539207e+00,3.557079e+00
14.053,4.543763e-04,1.962046e-01,8.740935e-04,2.066945e-01,1.681627e-03,2.177224e-01,3.227282e-03,2.297895e-01,6.159842e-03,2.436240e-01,1.165111e-02,2.602849e-01,2.174720e-02,2.813205e-01,3.986611e-02,3.090070e-01,7.140581e-02,3.467138e-01,1.243315e-01,3.994568e-01,2.095374e-01,4.747273e-01,3.408836e-01,5.836921e-01,5.352280e-01,7.428428e-01,8.133393e-01,9.761199e-01,1.202748e+00,1.317503e+00,1.743004e+00,1.814189e+00,2.492996e+00,2.530899e+00,3.539731e+00,3.556553e+00
14.151,4.609920e-04,1.936849e-01,8.868550e-04,2.040132e-01,1.706065e-03,2.148883e-01,3.273554e-03,2.268124e-01,6.246029e-03,2.405148e-01,1.180801e-02,2.570563e-01,2.202409e-02,2.779880e-01,4.033512e-02,3.055911e-01,7.215937e-02,3.432428e-01,1.254645e-01,3.959725e-01,2.111083e-01,4.712917e-01,3.428631e-01,5.803947e-01,5.374634e-01,7.398032e-01,8.155727e-01,9.734773e-01,1.204698e+00,1.315386e+00,1.744471e+00,1.812670e+00,2.493931e+00,2.529952e+00,3.540224e+00,3.556058e+00
14.248,4.676513e-04,1.912142e-01,8.996970e-04,2.013852e-01,1.730646e-03,2.121118e-01,3.320067e-03,2.238970e-01,6.332584e-03,2.374713e-01,1.196538e-02,2.538972e-01,2.230135e-02,2.747287e-01,4.080374e-02,3.022517e-01,7.291018e-02,3.398517e-01,1.265894e-01,3.925711e-01,2.126616e-01,4.679418e-01,3.448109e-01,5.771850e-01,5.396508e-01,7.368516e-01,8.177449e-01,9.709202e-01,1.206582e+00,1.313347e+00,1.745878e+00,1.811215e+00,2.494820e+00,2.529052e+00,3.540688e+00,3.555592e+00
14.346,4.743541e-04,1.887911e-01,9.126191e-04,1.988091e-01,1.755369e-03,2.093913e-01,3.366817e-03,2.210416e-01,6.419501e-03,2.344916e-01,1.212320e-02,2.508056e-01,2.257895e-02,2.715404e-01,4.127191e-02,2.989868e-01,7.365818e-02,3.365382e-01,1.277062e-01,3.892503e-01,2.141973e-01,4.646750e-01,3.467271e-01,5.740603e-01,5.417911e-01,7.339853e-01,8.198572e-01,9.684455e-01,1.208401e+00,1.311383e+00,1.747227e+00,1.809823e+00,2.495665e+00,2.528197e+00,3.541125e+00,3.555154e+00
14.443,4.811003e-04,1.864146e-01,9.256208e-04,1.962837e-01,1.780233e-03,2.067254e-01,3.413803e-03,2.182446e-01,6.506775e-03,2.315740e-01,1.228148e-02,2.477796e-01,2.285686e-02,2.684211e-01,4.173957e-02,2.957940e-01,7.440329e-02,3.332999e-01,1.288149e-01,3.860077e-01,2.157154e-01,4.614889e-01,3.486123e-01,5.710180e-01,5.438850e-01,7.312015e-01,8.219112e-01,9.660503e-01,1.210159e+00,1.309491e+00,1.748520e+00,1.808489e+00,2.496469e+00,2.527385e+00,3.541537e+00,3.554741e+00
14.541,4.878896e-04,1.840834e-01,9.387020e-04,1.938075e-01,1.805238e-03,2.041126e-01,3.461023e-03,2.155045e-01,6.594400e-03,2.287168e-01,1.244019e-02,2.448175e-01,2.313507e-02,2.653690e-01,4.220669e-02,2.926715e-01,7.514543e-02,3.301349e-01,1.299153e-01,3.828409e-01,2.172159e-01,4.583811e-01,3.504666e-01,5.680557e-01,5.459334e-01,7.284975e-01,8.239084e-01,9.637321e-01,1.211856e+00,1.307669e+00,1.749760e+00,1.807213e+00,2.497233e+00,2.526614e+00,3.541924e+00,3.554353e+00
14.638,4.947220e-04,1.817964e-01,9.518620e-04,1.913794e-01,1.830381e-03,2.015516e-01,3.508473e-03,2.128196e-01,6.682370e-03,2.259184e-01,1.259932e-02,2.419175e-01,2.341353e-02,2.623820e-01,4.267322e-02,2.896173e-01,7.588454e-02,3.270409e-01,1.310074e-01,3.797479e-01,2.186989e-01,4.553493e-01,3.522904e-01,5.651708e-01,5.479371e-01,7.258710e-01,8.258503e-01,9.614881e-01,1.213496e+00,1.305913e+00,1.750948e+00,1.805990e+00,2.497958e+00,2.525881e+00,3.542288e+00,3.553987e+00
14.736,5.015973e-04,1.795525e-01,9.651007e-04,1.889980e-01,1.855663e-03,1.990410e-01,3.556151e-03,2.101887e-01,6.770680e-03,2.231772e-01,1.275886e-02,2.390778e-01,2.369224e-02,2.594586e-01,4.313910e-02,2.866293e-01,7.662056e-02,3.240159e-01,1.320911e-01,3.767265e-01,2.201643e-01,4.523913e-01,3.540840e-01,5.623610e-01,5.498969e-01,7.233193e-01,8.277382e-01,9.593158e-01,1.215079e+00,1.304221e+00,1.752087e+00,1.804820e+00,2.498649e+00,2.525184e+00,3.542632e+00,3.553643e+00
14.833,5.085153e-04,1.773508e-01,9.784176e-04,1.866624e-01,1.881082e-03,1.965795e-01,3.604056e-03,2.076102e-01,6.859324e-03,2.204917e-01,1.291879e-02,2.362970e-01,2.397115e-02,2.565968e-01,4.360430e-02,2.837059e-01,7.735340e-02,3.210581e-01,1.331664e-01,3.737746e-01,2.216124e-01,4.495049e-01,3.558478e-01,5.596242e-01,5.518137e-01,7.208403e-01,8.295735e-01,9.572129e-01,1.216608e+00,1.302592e+00,1.753179e+00,1.803699e+00,2.499305e+00,2.524522e+00,3.542955e+00,3.553319e+00
14.931,5.154760e-04,1.751900e-01,9.918123e-04,1.843712e-01,1.906638e-03,1.941659e-01,3.652184e-03,2.050829e-01,6.948296e-03,2.178604e-01,1.307911e-02,2.335733e-01,2.425025e-02,2.537950e-01,4.406876e-02,2.808451e-01,7.808302e-02,3.181656e-01,1.342333e-01,3.708903e-01,2.230431e-01,4.466880e-01,3.575820e-01,5.569581e-01,5.536881e-01,7.184315e-01,8.313575e-01,9.551769e-01,1.218085e+00,1.301021e+00,1.754226e+00,1.802626e+00,2.499928e+00,2.523894e+00,3.543259e+00,3.553015e+00
15.028,5.224792e-04,1.730693e-01,1.005284e-03,1.821235e-01,1.932328e-03,1.917989e-01,3.700533e-03,2.026053e-01,7.037590e-03,2.152820e-01,1.323979e-02,2.309053e-01,2.452951e-02,2.510516e-01,4.453245e-02,2.780454e-01,7.880935e-02,3.153364e-01,1.352916e-01,3.680717e-01,2.244564e-01,4.439387e-01,3.592869e-01,5.543607e-01,5.555210e-01,7.160909e-01,8.330917e-01,9.532056e-01,1.219510e+00,1.299508e+00,1.755229e+00,1.801599e+00,2.500521e+00,2.523296e+00,3.543545e+00,3.552728e+00
15.126,5.295246e-04,1.709876e-01,1.018834e-03,1.799180e-01,1.958153e-03,1.894774e-01,3.749101e-03,2.001763e-01,7.127201e-03,2.127549e-01,1.340084e-02,2.282915e-01,2.480891e-02,2.483651e-01,4.499531e-02,2.753049e-01,7.953233e-02,3.125690e-01,1.363413e-01,3.653170e-01,2.258525e-01,4.412551e-01,3.609630e-01,5.518299e-01,5.573132e-01,7.138162e-01,8.347772e-01,9.512969e-01,1.220887e+00,1.298050e+00,1.756191e+00,1.800615e+00,2.501084e+00,2.522729e+00,3.543814e+00,3.552458e+00
15.223,5.366123e-04,1.689441e-01,1.032460e-03,1.777539e-01,1.984112e-03,1.872003e-01,3.797885e-03,1.977945e-01,7.217124e-03,2.102780e-01,1.356223e-02,2.257304e-01,2.508842e-02,2.457339e-01,4.545731e-02,2.726222e-01,8.025191e-02,3.098615e-01,1.373825e-01,3.626243e-01,2.272314e-01,4.386352e-01,3.626106e-01,5.493637e-01,5.590655e-01,7.116056e-01,8.364154e-01,9.494486e-01,1.222216e+00,1.296646e+00,1.757113e+00,1.799673e+00,2.501619e+00,2.522189e+00,3.544068e+00,3.552204e+00
15.321,5.437420e-04,1.669378e-01,1.046162e-03,1.756300e-01,2.010203e-03,1.849664e-01,3.846884e-03,1.954588e-01,7.307352e-03,2.078498e-01,1.372396e-02,2.232208e-01,2.536801e-02,2.431565e-01,4.591841e-02,2.699957e-01,8.096802e-02,3.072125e-01,1.384150e-01,3.599919e-01,2.285933e-01,4.360773e-01,3.642300e-01,5.469604e-01,5.607785e-01,7.094569e-01,8.380075e-01,9.476588e-01,1.223500e+00,1.295292e+00,1.757997e+00,1.798771e+00,2.502128e+00,2.521677e+00,3.544306e+00,3.551965e+00
15.418,5.509136e-04,1.649679e-01,1.059940e-03,1.735455e-01,2.036425e-03,1.827746e-01,3.896094e-03,1.931680e-01,7.397880e-03,2.054692e-01,1.388600e-02,2.207612e-01,2.564767e-02,2.406316e-01,4.637855e-02,2.674239e-01,8.168061e-02,3.046202e-01,1.394389e-01,3.574183e-01,2.299380e-01,4.335796e-01,3.658215e-01,5.446181e-01,5.624531e-01,7.073684e-01,8.395548e-01,9.459255e-01,1.224739e+00,1.293987e+00,1.758844e+00,1.797906e+00,2.502612e+00,2.521190e+00,3.544531e+00,3.551740e+00
15.516,5.581269e-04,1.630334e-01,1.073793e-03,1.714993e-01,2.062778e-03,1.806240e-01,3.945513e-03,1.909210e-01,7.488703e-03,2.031349e-01,1.404836e-02,2.183503e-01,2.592736e-02,2.381577e-01,4.683771e-02,2.649053e-01,8.238963e-02,3.020831e-01,1.404541e-01,3.549018e-01,2.312659e-01,4.311405e-01,3.673854e-01,5.423351e-01,5.640900e-01,7.053382e-01,8.410583e-01,9.442468e-01,1.225936e+00,1.292730e+00,1.759655e+00,1.797079e+00,2.503072e+00,2.520727e+00,3.544742e+00,3.551528e+00
15.613,5.653818e-04,1.611336e-01,1.087722e-03,1.694905e-01,2.089260e-03,1.785135e-01,3.995139e-03,1.887167e-01,7.579814e-03,2.008458e-01,1.421101e-02,2.159870e-01,2.620707e-02,2.357335e-01,4.729585e-02,2.624385e-01,8.309504e-02,2.995999e-01,1.414605e-01,3.524408e-01,2.325769e-01,4.287584e-01,3.689222e-01,5.401095e-01,5.656899e-01,7.033645e-01,8.425193e-01,9.426210e-01,1.227091e+00,1.291518e+00,1.760433e+00,1.796287e+00,2.503509e+00,2.520288e+00,3.544942e+00,3.551329e+00
15.711,5.726781e-04,1.592676e-01,1.101726e-03,1.675183e-01,2.115870e-03,1.764422e-01,4.044969e-03,1.865541e-01,7.671208e-03,1.986007e-01,1.437395e-02,2.136699e-01,2.648676e-02,2.333578e-01,4.775291e-02,2.600221e-01,8.379678e-02,2.971690e-01,1.424582e-01,3.500339e-01,2.338711e-01,4.264317e-01,3.704322e-01,5.379399e-01,5.672537e-01,7.014457e-01,8.439389e-01,9.410462e-01,1.228206e+00,1.290350e+00,1.761179e+00,1.795528e+00,2.503924e+00,2.519870e+00,3.545129e+00,3.551141e+00
15.808,5.800157e-04,1.574347e-01,1.115804e-03,1.655817e-01,2.142608e-03,1.744090e-01,4.095001e-03,1.844321e-01,7.762880e-03,1.963985e-01,1.453716e-02,2.113979e-01,2.676643e-02,2.310292e-01,4.820888e-02,2.576549e-01,8.449480e-02,2.947890e-01,1.434472e-01,3.476796e-01,2.351487e-01,4.241588e-01,3.719158e-01,5.358246e-01,5.687819e-01,6.995800e-01,8.453182e-01,9.395209e-01,1.229282e+00,1.289225e+00,1.761894e+00,1.794801e+00,2.504319e+00,2.519473e+00,3.545305e+00,3.550964e+00
15.906,5.873945e-04,1.556340e-01,1.129955e-03,1.636800e-01,2.169473e-03,1.724131e-01,4.145232e-03,1.823497e-01,7.854824e-03,1.942382e-01,1.470063e-02,2.091700e-01,2.704604e-02,2.287467e-01,4.866370e-02,2.553356e-01,8.518907e-02,2.924588e-01,1.444274e-01,3.453765e-01,2.364097e-01,4.219383e-01,3.733732e-01,5.337621e-01,5.702753e-01,6.977659e-01,8.466583e-01,9.380433e-01,1.230322e+00,1.288140e+00,1.762579e+00,1.794105e+00,2.504694e+00,2.519096e+00,3.545471e+00,3.550798e+00
16.003,5.948142e-04,1.538649e-01,1.144181e-03,1.618122e-01,2.196463e-03,1.704536e-01,4.195661e-03,1.803059e-01,7.947035e-03,1.921187e-01,1.486435e-02,2.069849e-01,2.732557e-02,2.265089e-01,4.911734e-02,2.530630e-01,8.587953e-02,2.901768e-01,1.453988e-01,3.431233e-01,2.376542e-01,4.197689e-01,3.748048e-01,5.317509e-01,5.717346e-01,6.960019e-01,8.479603e-01,9.366120e-01,1.231325e+00,1.287094e+00,1.763235e+00,1.793438e+00,2.505051e+00,2.518738e+00,3.545627e+00,3.550642e+00
16.101,6.022748e-04,1.521266e-01,1.158479e-03,1.599777e-01,2.223577e-03,1.685296e-01,4.246284e-03,1.782999e-01,8.039507e-03,1.900390e-01,1.502831e-02,2.048416e-01,2.760500e-02,2.243149e-01,4.956976e-02,2.508357e-01,8.656616e-02,2.879420e-01,1.463614e-01,3.409186e-01,2.388824e-01,4.176490e-01,3.762110e-01,5.297896e-01,5.731606e-01,6.942864e-01,8.492251e-01,9.352254e-01,1.232293e+00,1.286086e+00,1.763864e+00,1.792800e+00,2.505390e+00,2.518397e+00,3.545775e+00,3.550495e+00
16.198,6.097761e-04,1.504184e-01,1.172851e-03,1.581757e-01,2.250815e-03,1.666404e-01,4.297100e-03,1.763307e-01,8.132234e-03,1.879982e-01,1.519249e-02,2.027391e-01,2.788430e-02,2.221634e-01,5.002094e-02,2.486528e-01,8.724890e-02,2.857530e-01,1.473152e-01,3.387612e-01,2.400944e-01,4.155775e-01,3.775921e-01,5.278768e-01,5.745538e-01,6.926181e-01,8.504538e-01,9.338821e-01,1.233228e+00,1.285115e+00,1.764467e+00,1.792188e+00,2.505712e+00,2.518074e+00,3.545913e+00,3.550356e+00
16.295,6.173179e-04,1.487397e-01,1.187294e-03,1.564053e-01,2.278176e-03,1.647849e-01,4.348106e-03,1.743974e-01,8.225212e-03,1.859952e-01,1.535689e-02,2.006763e-01,2.816347e-02,2.200534e-01,5.047083e-02,2.465131e-01,8.792772e-02,2.836088e-01,1.482601e-01,3.366499e-01,2.412903e-01,4.135530e-01,3.789485e-01,5.260111e-01,5.759149e-01,6.909954e-01,8.516474e-01,9.325807e-01,1.234130e+00,1.284178e+00,1.765045e+00,1.791603e+00,2.506018e+00,2.517766e+00,3.546043e+00,3.550226e+00
16.393,6.249000e-04,1.470897e-01,1.201810e-03,1.546659e-01,2.305658e-03,1.629626e-01,4.399299e-03,1.724992e-01,8.318433e-03,1.840293e-01,1.552149e-02,1.986524e-01,2.844246e-02,2.179840e-01,5.091940e-02,2.444154e-01,8.860258e-02,2.815081e-01,1.491963e-01,3.345834e-01,2.424702e-01,4.115742e-01,3.802805e-01,5.241913e-01,5.772447e-01,6.894172e-01,8.528068e-01,9.313198e-01,1.235001e+00,1.283275e+00,1.765598e+00,1.791042e+00,2.506309e+00,2.517474e+00,3.546166e+00,3.550103e+00
16.490,6.325224e-04,1.454679e-01,1.216397e-03,1.529567e-01,2.333260e-03,1.611725e-01,4.450677e-03,1.706352e-01,8.411895e-03,1.820994e-01,1.568628e-02,1.966662e-01,2.872127e-02,2.159540e-01,5.136662e-02,2.423588e-01,8.927346e-02,2.794499e-01,1.501237e-01,3.325606e-01,2.436341e-01,4.096400e-01,3.815885e-01,5.224161e-01,5.785437e-01,6.878821e-01,8.539330e-01,9.300981e-01,1.235842e+00,1.282405e+00,1.766129e+00,1.790504e+00,2.506586e+00,2.517197e+00,3.546281e+00,3.549987e+00
16.588,6.401849e-04,1.438736e-01,1.231056e-03,1.512772e-01,2.360982e-03,1.594140e-01,4.502238e-03,1.688047e-01,8.505589e-03,1.802048e-01,1.585125e-02,1.947170e-01,2.899987e-02,2.139626e-01,5.181246e-02,2.403422e-01,8.994031e-02,2.774331e-01,1.510423e-01,3.305805e-01,2.447824e-01,4.077492e-01,3.828728e-01,5.206843e-01,5.798127e-01,6.863888e-01,8.550268e-01,9.289143e-01,1.236653e+00,1.281566e+00,1.766638e+00,1.789990e+00,2.506848e+00,2.516933e+00,3.546390e+00,3.549879e+00
